,Drug,Threshold,Feature,ACC_train,F1_train,ACC1_2,ACC_w3_4,F1_w1_2,F1_w3_4
17,Idelalisib,0.947315102397624,Expr,1.0,1.0,0.45,0.6052825552825553,0.0,0.4525547445255475
18,Idelalisib,0.947315102397624,Expr,1.0,1.0,0.475,0.6158476658476658,0.0,0.4367816091954023
19,Idelalisib,0.947315102397624,Expr,1.0,1.0,0.4871794871794872,0.5485257985257985,0.1111111111111111,0.32432432432432434
20,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.5464285714285714,0.4988943488943489,0.22222222222222224,0.24657534246575344
21,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.49642857142857144,0.5170761670761671,0.18181818181818182,0.26086956521739135
22,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6892857142857143,0.48980343980343977,0.5454545454545454,0.23999999999999996
23,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6142857142857143,0.6025798525798526,0.42857142857142855,0.4102564102564103
24,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.5214285714285715,0.5713759213759214,0.2,0.3384615384615385
25,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6857142857142857,0.562039312039312,0.5333333333333333,0.3466666666666667
26,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6642857142857143,0.5712530712530712,0.5,0.34782608695652173
27,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6178571428571429,0.5664619164619165,0.4,0.35897435897435903
28,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.5,0.5531941031941032,0.0,0.3188405797101449
29,Idelalisib,0.947315102397624,RelativeExpr,1.0,1.0,0.6493268053855569,0.543980343980344,0.48275862068965514,0.32
30,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.6388888888888888,0.5612189859762675,0.4444444444444444,0.3225806451612903
31,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.6111111111111112,0.6632955771305286,0.42857142857142855,0.4999999999999999
32,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.5833333333333334,0.5889967637540453,0.3636363636363636,0.375
33,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.5,0.5424757281553398,0.0,0.2903225806451613
34,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.6666666666666666,0.598705501618123,0.5,0.3870967741935484
35,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.7222222222222222,0.5702535059331175,0.6,0.34375000000000006
36,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.3888888888888889,0.514697950377562,0.0,0.2333333333333333
37,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.6666666666666667,0.537621359223301,0.5,0.28571428571428575
38,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.8333333333333334,0.5751078748651564,0.7142857142857143,0.3492063492063492
39,Idelalisib,0.947315102397624,Mut+RelativeExpr,1.0,1.0,0.6208333333333333,0.56957928802589,0.4615384615384615,0.35294117647058826
40,Idelalisib,1.0,Mut,0.6360603814273199,0.43010752688172044,0.43478260869565216,0.5688297074268567,0.0,0.2807017543859649
41,Idelalisib,1.0,Mut,0.5704225352112676,0.2469135802469136,0.45652173913043476,0.5339459864966242,0.0,0.18518518518518515
42,Idelalisib,1.0,Mut,0.5704225352112676,0.2469135802469136,0.5496894409937888,0.5182858214553638,0.22222222222222224,0.14814814814814814
43,Idelalisib,1.0,Mut,0.5902777777777778,0.30588235294117644,0.4782608695652174,0.6037134283570893,0.0,0.3666666666666667
44,Idelalisib,1.0,Mut,0.6008944663240104,0.34090909090909094,0.4782608695652174,0.5415416354088523,0.0,0.21428571428571427
45,Idelalisib,1.0,Mut,0.5704225352112676,0.2469135802469136,0.5,0.5384471117779445,0.0,0.16326530612244897
46,Idelalisib,1.0,Mut,0.629018127906193,0.41304347826086957,0.4782608695652174,0.529913728432108,0.0,0.1818181818181818
47,Idelalisib,1.0,Mut,0.6126093051198184,0.3736263736263736,0.4782608695652174,0.529913728432108,0.0,0.1818181818181818
48,Idelalisib,1.0,Mut,0.6032973542187706,0.3448275862068965,0.5,0.5420105026256564,0.0,0.19230769230769232
49,Idelalisib,1.0,Mut,0.6265442690459849,0.4137931034482759,0.5319767441860466,0.5258814703675919,0.28571428571428575,0.17857142857142855
50,Idelalisib,1.0,Expr,1.0,1.0,0.4,0.5565110565110565,0.0,0.38888888888888884
51,Idelalisib,1.0,Expr,1.0,1.0,0.475,0.6020884520884522,0.0,0.425531914893617
52,Idelalisib,1.0,Expr,1.0,1.0,0.6642857142857143,0.5131449631449632,0.5,0.16
53,Idelalisib,1.0,Expr,1.0,1.0,0.5,0.577886977886978,0.0,0.4353741496598639
54,Idelalisib,1.0,Expr,1.0,1.0,0.5714285714285714,0.637960687960688,0.25,0.47058823529411764
55,Idelalisib,1.0,Expr,1.0,1.0,0.5678571428571428,0.6336609336609337,0.3333333333333333,0.4631578947368421
56,Idelalisib,1.0,Expr,1.0,1.0,0.49642857142857144,0.5294840294840295,0.18181818181818182,0.3584905660377359
57,Idelalisib,1.0,Expr,1.0,1.0,0.6857142857142857,0.6157248157248157,0.5333333333333333,0.4395604395604396
58,Idelalisib,1.0,Expr,1.0,1.0,0.475,0.6153562653562654,0.0,0.44660194174757284
59,Idelalisib,1.0,Expr,1.0,1.0,0.47368421052631576,0.5420147420147421,0.0,0.4028776978417266
60,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.5214285714285715,0.5847665847665848,0.2,0.37142857142857144
61,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.5178571428571428,0.5484029484029485,0.2857142857142857,0.33333333333333337
62,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.45,0.5802211302211302,0.0,0.3661971830985916
63,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.6392857142857142,0.5754299754299754,0.4615384615384615,0.375
64,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.49642857142857144,0.5485257985257985,0.18181818181818182,0.32432432432432434
65,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.6642857142857143,0.6117936117936118,0.5,0.4166666666666667
66,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.7107142857142856,0.6341523341523342,0.5714285714285714,0.4556962025316456
67,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.5892857142857143,0.6254299754299755,0.39999999999999997,0.43478260869565216
68,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.6892857142857143,0.5756756756756757,0.5454545454545454,0.36111111111111116
69,Idelalisib,1.0,RelativeExpr,1.0,1.0,0.5223684210526316,0.53992628992629,0.2222222222222222,0.26666666666666666
70,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.5784313725490196,0.5709277238403452,0.3636363636363636,0.33333333333333337
71,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.5784313725490196,0.5515102481121898,0.3636363636363636,0.31250000000000006
72,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.6911764705882353,0.5521844660194175,0.5454545454545454,0.3
73,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.6372549019607843,0.5612189859762675,0.4444444444444444,0.3225806451612903
74,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.5245098039215687,0.5195523193096009,0.2222222222222222,0.23728813559322037
75,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.5196078431372549,0.5883225458468176,0.30769230769230765,0.38235294117647056
76,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.6029411764705883,0.5883225458468176,0.42857142857142855,0.38235294117647056
77,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.6372549019607843,0.514697950377562,0.4444444444444444,0.2333333333333333
78,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.6372549019607843,0.5431499460625674,0.4444444444444444,0.27586206896551724
79,Idelalisib,1.0,Mut+RelativeExpr,1.0,1.0,0.5582706766917294,0.5327669902912622,0.23529411764705882,0.28125000000000006
80,Pazopanib (GW786034),2.29904648654667,Mut,0.6147184840987266,0.3838383838383838,0.5,0.5152974983096688,0.0,0.07407407407407407
81,Pazopanib (GW786034),2.29904648654667,Mut,0.614766081871345,0.3883495145631068,0.5225,0.5251014198782962,0.18181818181818182,0.10909090909090909
82,Pazopanib (GW786034),2.29904648654667,Mut,0.5993361782835467,0.3404255319148936,0.585,0.5207910750507099,0.3333333333333333,0.10714285714285714
83,Pazopanib (GW786034),2.29904648654667,Mut,0.6092836257309941,0.3655913978494623,0.5225,0.5121703853955375,0.18181818181818182,0.10344827586206895
84,Pazopanib (GW786034),2.29904648654667,Mut,0.595356093979442,0.32967032967032966,0.48,0.5262846517917512,0.0,0.13793103448275862
85,Pazopanib (GW786034),2.29904648654667,Mut,0.5837275594371664,0.29545454545454547,0.5025,0.501183231913455,0.16666666666666666,0.037037037037037035
86,Pazopanib (GW786034),2.29904648654667,Mut,0.621421639980592,0.4,0.505,0.5152974983096688,0.25,0.07407407407407407
87,Pazopanib (GW786034),2.29904648654667,Mut,0.6081361560813616,0.36734693877551017,0.5625,0.501183231913455,0.2222222222222222,0.037037037037037035
88,Pazopanib (GW786034),2.29904648654667,Mut,0.595959595959596,0.3368421052631579,0.5625,0.5109871534820825,0.2222222222222222,0.07272727272727272
89,Pazopanib (GW786034),2.29904648654667,Mut,0.6076968100673105,0.3636363636363636,0.5233333333333333,0.5305949966193374,0.2,0.14035087719298245
90,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.4782608695652174,0.4811320754716981,0.0,0.0
91,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5398550724637681,0.5456689536878216,0.2222222222222222,0.27692307692307694
92,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5615942028985508,0.5180102915951973,0.25,0.08510638297872342
93,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5833333333333334,0.5246569468267581,0.2857142857142857,0.1224489795918367
94,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5,0.5,0.0,0.0
95,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5833333333333334,0.5113636363636364,0.2857142857142857,0.044444444444444446
96,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5,0.5132933104631218,0.0,0.08333333333333334
97,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.75,0.5105060034305318,0.6666666666666666,0.11538461538461538
98,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.6666666666666666,0.5019296740994854,0.5,0.04255319148936171
99,Pazopanib (GW786034),2.29904648654667,Expr,1.0,1.0,0.5833333333333334,0.5313036020583191,0.2857142857142857,0.1568627450980392
100,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.5398550724637681,0.6072041166380789,0.2222222222222222,0.4057971014492754
101,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.75,0.5778301886792453,0.6666666666666666,0.3384615384615385
102,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.75,0.5484562607204116,0.6666666666666666,0.26229508196721313
103,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.6195652173913043,0.554245283018868,0.4,0.3142857142857143
104,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.4963768115942029,0.5551029159519726,0.1818181818181818,0.28571428571428575
105,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.5833333333333334,0.5503859348198971,0.2857142857142857,0.28125000000000006
106,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.5833333333333334,0.5692538593481989,0.2857142857142857,0.3
107,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.8115942028985508,0.5966981132075472,0.7272727272727272,0.36065573770491804
108,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.7282608695652174,0.5531732418524872,0.6,0.26666666666666666
109,Pazopanib (GW786034),2.29904648654667,RelativeExpr,1.0,1.0,0.64625,0.5343053173241853,0.45454545454545453,0.25000000000000006
110,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6666666666666666,0.5872977541656605,0.5,0.3448275862068965
111,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6166666666666667,0.5286162762617725,0.4,0.21428571428571425
112,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6666666666666666,0.5118328906061338,0.5,0.12244897959183672
113,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6166666666666667,0.5259599130644772,0.4,0.23333333333333336
114,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.5833333333333334,0.5579570152137165,0.2857142857142857,0.28070175438596495
115,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.45,0.521371649360058,0.0,0.18518518518518517
116,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6166666666666667,0.5091765274088385,0.4,0.15094339622641506
117,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6416666666666666,0.5118328906061338,0.4444444444444444,0.12244897959183672
118,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.5333333333333333,0.5606133784110118,0.2222222222222222,0.2641509433962264
119,Pazopanib (GW786034),2.29904648654667,Mut+RelativeExpr,1.0,1.0,0.6568181818181817,0.5869355228205747,0.4705882352941177,0.3692307692307692
120,GDC-0941,0.180746840194621,Mut,0.6323953823953824,0.41975308641975306,0.47619047619047616,0.5096397767630645,0.0,0.13186813186813187
121,GDC-0941,0.180746840194621,Mut,0.5911989795918368,0.3116883116883117,0.6190476190476191,0.5034669372568916,0.4,0.1111111111111111
122,GDC-0941,0.180746840194621,Mut,0.6168831168831168,0.38554216867469876,0.47619047619047616,0.48359546761373245,0.0,0.0879120879120879
123,GDC-0941,0.180746840194621,Mut,0.5755869289340101,0.2666666666666666,0.5357142857142857,0.5226619313377304,0.2222222222222222,0.15384615384615385
124,GDC-0941,0.180746840194621,Mut,0.5689160086145011,0.24657534246575338,0.4523809523809524,0.5027904616945713,0.0,0.13043478260869565
125,GDC-0941,0.180746840194621,Mut,0.6034968979131415,0.35000000000000003,0.42857142857142855,0.48976830711990527,0.0,0.10869565217391304
126,GDC-0941,0.180746840194621,Mut,0.6060606060606061,0.3544303797468354,0.5,0.49797057331303907,0.0,0.06896551724137931
127,GDC-0941,0.180746840194621,Mut,0.5955988455988456,0.3291139240506329,0.5,0.5089633012007441,0.0,0.15053763440860213
128,GDC-0941,0.180746840194621,Mut,0.6071875,0.3614457831325301,0.4523809523809524,0.5144596651445966,0.0,0.18750000000000003
129,GDC-0941,0.180746840194621,Mut,0.6441518467852257,0.44776119402985076,0.4888888888888889,0.48359546761373245,0.0,0.0879120879120879
130,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5,0.5,0.0,0.0
131,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.47619047619047616,0.5,0.0,0.0
132,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5523809523809524,0.518170426065163,0.25,0.21739130434782608
133,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5761904761904761,0.5,0.28571428571428575,0.0
134,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5,0.5,0.0,0.0
135,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5523809523809524,0.5,0.25,0.0
136,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.7,0.5,0.5714285714285715,0.0
137,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.7047619047619047,0.5,0.5,0.0
138,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5,0.506578947368421,0.0,0.025974025974025976
139,GDC-0941,0.180746840194621,Expr,1.0,1.0,0.5160818713450293,0.5,0.1739130434782609,0.0
140,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.6047619047619048,0.5442773600668337,0.3636363636363636,0.37383177570093457
141,GDC-0941,0.180746840194621,RelativeExpr,0.990909090909091,0.9908256880733944,0.6,0.5494987468671679,0.33333333333333337,0.4
142,GDC-0941,0.180746840194621,RelativeExpr,0.9907407407407407,0.9906542056074767,0.5523809523809524,0.5601503759398496,0.25,0.380952380952381
143,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.6761904761904762,0.5088763575605681,0.5,0.23157894736842105
144,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.38095238095238093,0.5073099415204678,0.0,0.3333333333333333
145,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.7,0.5642230576441103,0.5714285714285715,0.3434343434343434
146,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.5761904761904761,0.5404135338345865,0.28571428571428575,0.3333333333333333
147,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.5285714285714286,0.5284043441938179,0.22222222222222224,0.3669724770642202
148,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.7761904761904761,0.5048036758563074,0.6666666666666665,0.27722772277227725
149,GDC-0941,0.180746840194621,RelativeExpr,1.0,1.0,0.5781733746130031,0.5456349206349207,0.3333333333333333,0.3619047619047619
150,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.6,0.548641745994892,0.33333333333333337,0.3469387755102041
151,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.7411764705882353,0.5502670071975853,0.6,0.3333333333333333
152,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.7,0.5502670071975853,0.5714285714285715,0.3333333333333333
153,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.5411764705882353,0.5708149524030648,0.25,0.3838383838383838
154,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.4117647058823529,0.577664267471558,0.0,0.4
155,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.5705882352941176,0.536568377060599,0.28571428571428575,0.2978723404255319
156,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.47058823529411764,0.5228697469236128,0.0,0.2608695652173913
157,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.7705882352941176,0.572440213605758,0.6666666666666665,0.37113402061855666
158,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.38235294117647056,0.5929881588112376,0.0,0.42
159,GDC-0941,0.180746840194621,Mut+RelativeExpr,1.0,1.0,0.5151515151515151,0.565590898537265,0.14285714285714288,0.35416666666666663
160,GDC-0941,0.582985880849037,Mut,0.7272915557133559,0.7148594377510041,0.5714285714285714,0.5706422018348624,0.5384615384615384,0.6344086021505376
161,GDC-0941,0.582985880849037,Mut,0.7468039772727273,0.7380952380952381,0.5357142857142857,0.5745158002038736,0.5806451612903226,0.611111111111111
162,GDC-0941,0.582985880849037,Mut,0.7697601731081325,0.794425087108014,0.4285714285714286,0.6145769622833843,0.5294117647058824,0.7135678391959799
163,GDC-0941,0.582985880849037,Mut,0.7548532196969697,0.7398373983739839,0.5,0.5646279306829766,0.5,0.5614035087719298
164,GDC-0941,0.582985880849037,Mut,0.7585227272727273,0.746987951807229,0.7142857142857143,0.5404689092762487,0.7142857142857143,0.5681818181818181
165,GDC-0941,0.582985880849037,Mut,0.7230971128608923,0.7096774193548386,0.5,0.6001019367991844,0.5,0.6666666666666666
166,GDC-0941,0.582985880849037,Mut,0.740788603714612,0.7351778656126482,0.39285714285714285,0.5484199796126401,0.45161290322580644,0.6276595744680851
167,GDC-0941,0.582985880849037,Mut,0.7120028409090908,0.7058823529411764,0.5714285714285714,0.592150866462793,0.5,0.6101694915254237
168,GDC-0941,0.582985880849037,Mut,0.7389781859931113,0.735632183908046,0.5714285714285714,0.5653414882772682,0.5384615384615384,0.5955056179775281
169,GDC-0941,0.582985880849037,Mut,0.7615891641315371,0.7685950413223139,0.41203703703703703,0.6020387359836901,0.4230769230769231,0.6559139784946237
170,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.7023809523809523,0.6109953100573216,0.7142857142857143,0.6124999999999999
171,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.7619047619047619,0.5019541427826993,0.7272727272727272,0.2992125984251968
172,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.6190476190476191,0.6228504429390307,0.6153846153846153,0.7446808510638299
173,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.5714285714285714,0.504950495049505,0.5217391304347826,0.0196078431372549
174,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.5952380952380952,0.5994007295466389,0.4444444444444444,0.5714285714285714
175,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.6071428571428572,0.6373110995310057,0.5454545454545454,0.620253164556962
176,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.8095238095238095,0.501823866597186,0.8,0.1896551724137931
177,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.7976190476190477,0.5330901511203752,0.761904761904762,0.20869565217391303
178,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.45833333333333337,0.5595362167795727,0.4166666666666667,0.3225806451612903
179,GDC-0941,0.582985880849037,Expr,1.0,1.0,0.594047619047619,0.5380406461698801,0.4761904761904762,0.22413793103448276
180,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.7261904761904762,0.6474726420010422,0.6956521739130435,0.7362637362637363
181,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.48809523809523814,0.6227201667535174,0.380952380952381,0.7005649717514125
182,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.6428571428571428,0.6819958311620635,0.5714285714285715,0.7415730337078652
183,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.8392857142857143,0.6409588327253778,0.8181818181818182,0.7553191489361702
184,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.5535714285714286,0.6770453361125586,0.35294117647058826,0.7344632768361582
185,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.7380952380952381,0.6474726420010422,0.7407407407407408,0.7362637362637363
186,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.6369047619047619,0.6358780614903596,0.5263157894736842,0.7045454545454546
187,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.7321428571428572,0.6573736321000521,0.7199999999999999,0.75
188,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.6190476190476191,0.7017978113600833,0.6153846153846153,0.7692307692307692
189,GDC-0941,0.582985880849037,RelativeExpr,1.0,1.0,0.7613636363636364,0.6539864512767066,0.7391304347826088,0.7159090909090909
190,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.8257575757575758,0.6267361111111112,0.8181818181818182,0.7023809523809524
191,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6136363636363636,0.6302083333333334,0.64,0.7386363636363636
192,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.38636363636363635,0.5815972222222223,0.3,0.6503067484662577
193,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6477272727272727,0.59375,0.6,0.6863905325443787
194,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6098484848484849,0.5989583333333334,0.6086956521739131,0.6941176470588235
195,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.7348484848484849,0.5503472222222222,0.7000000000000001,0.6547619047619048
196,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6515151515151515,0.5972222222222222,0.6363636363636364,0.7231638418079096
197,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.5189393939393939,0.5520833333333333,0.47619047619047616,0.6744186046511628
198,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6022727272727273,0.5798611111111112,0.5263157894736842,0.6823529411764706
199,GDC-0941,0.582985880849037,Mut+RelativeExpr,1.0,1.0,0.6118012422360248,0.625,0.6382978723404256,0.6829268292682927
200,GDC-0941,2.1732168479487104,Mut,0.6072914117934916,0.8878923766816142,0.5,0.5401002506265664,0.8750000000000001,0.9257950530035335
201,GDC-0941,2.1732168479487104,Mut,0.5933101506871998,0.8848758465011288,0.5,0.512531328320802,0.8750000000000001,0.9187279151943462
202,GDC-0941,2.1732168479487104,Mut,0.5989816194734228,0.8843537414965986,0.4523809523809524,0.5438596491228069,0.8260869565217391,0.9295774647887324
203,GDC-0941,2.1732168479487104,Mut,0.5712704918032787,0.8824833702882484,0.5833333333333334,0.5200501253132832,0.8936170212765957,0.9263157894736842
204,GDC-0941,2.1732168479487104,Mut,0.6260970359331015,0.8929384965831436,0.5357142857142857,0.5162907268170426,0.8444444444444444,0.9225352112676055
205,GDC-0941,2.1732168479487104,Mut,0.5650429567190793,0.875,0.6428571428571428,0.512531328320802,0.888888888888889,0.9187279151943462
206,GDC-0941,2.1732168479487104,Mut,0.5908979691705407,0.8839285714285714,0.47619047619047616,0.5438596491228069,0.8510638297872339,0.9295774647887324
